"Nomor,""Bab"",""Matan.""";;;;;;;;;;;;;
"2610,""Manasik Haji"",""telah menjadikan Dzul Hulaifah sebagai miqat bagi penduduk Madinah, bagi penduduk Syam adalah Al Juhfah, bagi penduduk Yaman adalah Yalamlam, dan bagi penduduk Nejed adalah Qarnul Manazil, maka tempat-tempat tersebut adalah bagi mereka dan orang yang datang kepadanya yang bukan penduduk tempat tersebut, diantara orang-orang yang ingin melakukan haji dan umrah. Kemudian orang yang di luar tempat-tempat tersebut maka ia memulai dari rumahnya hingga penduduk Mekkah mengucapkan do'a talbiyah dari Mekkah. """;;;;;;;;;;;;;
"2611,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam bermalam di Dzul Hulaifah dan melakukan shalat di masjidnya. """;;;;;;;;;;;;;
"2612,""Manasik Haji"",""beliau berada di tempat peristirahatan terakhir di Dzul Hulaifah bermimpi kemudian dikatakan kepadanya";" sesungguhnya engkau berada di Batha' yang mendapatkan berkah.""";;;;;;;;;;;;
"2613,""Manasik Haji"",""menderumkan untanya di Batha` yang berada di Dzul Hulaifah dan melakukan shalat di sana. """;;;;;;;;;;;;;
"2614,""Manasik Haji"",""shalat Dhuhur di daerah Baida' kemudian mengendarai kendaraannya dan naik gunung di Baida' kemudian mengucapkan do'a talbiyah untuk melakukan haji serta umrah di saat telah melakukan shalat Dluhur. """;;;;;;;;;;;;;
"2615,""Manasik Haji"",""Perintahkan kepadanya agar mandi dan mengucapkan do'a talbiyah .""";;;;;;;;;;;;;
"2616,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam memerintahkannya agar Abu Bakr memerintahkan kepada Asma` supaya mandi kemudian mengucapkan do'a talbiyah untuk melakukan haji, serta melakukan apa yang dilakukan orang hanya saja ia tidak melakukan thawaf. """;;;;;;;;;;;;;
"2617,""Manasik Haji"",""Maka Abu Ayyub meletakkan tangannya pada kain lalu merendahkannya hingga kepalanya kelihatan, kemudian berkata kepada seseorang agar menyiram kepalanya kemudian ia menggerakkan kepadanya dengan kedua tangannya, lalu menggerakkan keduanya ke depan dan ke belakang, dan berkata";" beginilah saya melihat Rasulullah shallallahu 'alaihi wa sallam melakukan. """;;;;;;;;;;;;
"2618,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam melarang orang yang sedang berihram untuk memakai pakaian yang dicelup dengan kunyit atau dengan wars.""";;;;;;;;;;;;;
"2619,""Manasik Haji"",""Ia tidak memakai jubah, baju panjang yang bertutup kepala, celana panjang, sorban, serta pakaian yang terkena waras serta kunyit dan tidak memakai sepatu kecuali bagi orang yang tidak mendapatkan dua sandal, jika ia tidak mendapatkan sandal maka hendaknya memotong kedua sepatu tersebut hingga bawah kedua mata kaki. + Ket"; Wars;" Tumbuhan hijau semacam lumut untuk pewarna pakaian. """;;;;;;;;;;;
"2620,""Manasik Haji"",""Adapun jubah, lepaskanlah, adapun minyak wangi, cucilah, kemudian lakukanlah ihram yang baru. Abu Abdur Rahman berkata";" kemudian lakukanlah ihram yang baru, saya tidak mengetahui seorangpun yang mengatakan hal tersebut selain Nuh bin Habib dan saya tidak mengira hal tersebut dihafalkan. Allah subhaanahu wa ta'ala lebih mengetahui. """;;;;;;;;;;;;
"2621,""Manasik Haji"",""Janganlah kalian memakai jubah, sorban, celana panjang, baju panjang yang bertutup kepala, serta sepatu kecuali seseorang yang tidak mendapatkan dua sandal maka hendaknya ia memakai sepatu dan memotongnya hingga di bawah kedua mata kaki, dan janganlah kalian memakai sesuatu yang tersentuh kunyit, serta waras. """;;;;;;;;;;;;;
"2622,""Manasik Haji"",""Janganlah memakai jubah. Dan 'Amr berkata sekali lagi";" tidak jubah, tidak sorban, celana panjang, serta sepatu kecuali salah seorang diantara kalian tidak memiliki sandal maka hendaknya ia memotongnya hingga di bawah kedua mata kaki, dan juga pakaian yang tersentuh waras, serta kunyit. """;;;;;;;;;;;;
"2623,""Manasik Haji"",""Celana panjang bagi orang yang tidak mendapatkan sarung, dan sepatu bagi orang yang tidak mendapatkan sandal bagi orang yang melakukan ihram.""";;;;;;;;;;;;;
"2624,""Manasik Haji"",""Barang siapa yang tidak mendapatkan sarung, hendaknya memakai celana panjang, dan barang siapa yang tidak mendapatkan sandal maka hendaknya memakai sepatu.""";;;;;;;;;;;;;
"2625,""Manasik Haji"",""Janganlah kalian memakai jubah, celana panjang, sorban, serta baju panjang yang bertutup kepala dan sepatu kecuali seseorang yang tidak memiliki sepatu, maka hendaknya ia memakai sepatu di bawah kedua mata kaki, dan janganlah memakai pakaian yang tersentuh kunyit serta waras dan janganlah seorang wanita memakai cadar serta sarung tangan.""";;;;;;;;;;;;;
"2626,""Manasik Haji"",""Janganlah memakai jubah, sorban, celana panjang serta baju panjang yang bertutup kepala dan sepatu, dan jangan memakai pakaian yang tersentuh kunyit dan waras.""";;;;;;;;;;;;;
"2627,""Manasik Haji"",""Janganlah memakai jubah, celana panjang, sorban, baju panjang yang bertutup kepala, serta sepatu kecuali seseorang tidak memiliki sandal maka hendaknya ia memakai sepatu di bahwa kedua mata kaki, dan janganlah memakai pakaian yang tersentuh waras serta kunyit. """;;;;;;;;;;;;;
"2628,""Manasik Haji"",""Janganlah memakai jubah, sorban, celana panjang, baju panjang yang bertutup kepala, serta sepatu. Kecuali engkau tidak mendapatkan sandal maka pakailah sepatu di bawah mata kaki.""";;;;;;;;;;;;;
"2629,""Manasik Haji"",""Janganlah memakai jubah, sorban, baju panjang yang bertutup kepala, celana panjang serta sepatu. Kecuali apabila tidak ada sandal, jika tidak ada sandal maka hendaknya ia memakai sepatu di bawah kedua mata kaki, dan jangan memakai pakaian yang dicelup dengan waras atau kunyit, atau tersentuh waras atau kunyit.""";;;;;;;;;;;;;
"2630,""Manasik Haji"",""Janganlah kalian ketika berihram memakai jubah, celana panjag, sorban, baju panjang yang bertutup kepala, serta sepatu.""";;;;;;;;;;;;;
"2631,""Manasik Haji"",""Apabila tidak mendapatkan sarung, hendaknya ia memakai celana, dan apabila tidak mendapatkan sandal maka hendaknya ia memakai sepatu dan memotongnya di bawah kedua mata kaki.""";;;;;;;;;;;;;
"2632,""Manasik Haji"",""Apabila orang yang berihram tidak mendapatkan sandal, hendaknya ia memakai sepatu dan memotongnya di bawah kedua mata kaki.""";;;;;;;;;;;;;
"2633,""Manasik Haji"",""Janganlah memakai jubah, celana panjang, dan sepatu kecuali seorang laki-laki yang tidak memiliki sandal, hendaknya ia memakai sepatu di bawah mata kaki, dan janganlah ia memakai pakaian yang tersentuh kunyit serta waras, dan janganlah seorang wanita yang berihram memakai cadar, dan jangan memakai sarung tangan. """;;;;;;;;;;;;;
"2634,""Manasik Haji"",""Sesungguhnya saya telah mengikat kepalaku dan mengalungi hewan kurbanku, maka saya tidak bertahalul hingga bertahalul dari haji.""";;;;;;;;;;;;;
"2635,""Manasik Haji"",""mengucapkan do'a talbiyah dalam keadaan mengikat kepalanya.""";;;;;;;;;;;;;
"2636,""Manasik Haji"",""Saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi ketika beliau hendak berihram, dan ketika bertahalul sebelum bertahalul dengan kedua tanganku. """;;;;;;;;;;;;;
"2637,""Manasik Haji"",""saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi untuk berihram sebelum melakukan ihram dan disaat bertahalul sebelum bertawaf di Ka'bah. """;;;;;;;;;;;;;
"2638,""Manasik Haji"",""Saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi untuk berihram sebelum melakukan ihram serta untuk bertahalul disaat bertahalul. """;;;;;;;;;;;;;
"2639,""Manasik Haji"",""Saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi untuk berihram ketika berihram dan untuk bertahalul setelah melempar jumrah Aqabah sebelum melakukan thawaf di Ka'bah.""";;;;;;;;;;;;;
"2640,""Manasik Haji"",""saya pernah memberinya minyak wangi untuk berihram dengan minyak wangi yang tidak serupa dengan minyak wangi kalian ini, yaitu yang tidak ada bekasnya. """;;;;;;;;;;;;;
"2641,""Manasik Haji"",""dengan minyak wangi yang paling baik di saat beliau berihram serta bertahalul. """;;;;;;;;;;;;;
"2642,""Manasik Haji"",""Saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi ketika berihram dengan minyak terbaik yang saya dapatkan. """;;;;;;;;;;;;;
"2643,""Manasik Haji"",""Saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi dengan minyak terbaik yang saya dapatkan untuk ihram serta tahalulnya, dan ketika hendak mengunjungi Ka'bah. """;;;;;;;;;;;;;
"2644,""Manasik Haji"",""Saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi sebelum berihram, dan pada Hari Raya Kurban sebelum berthawaf di Ka'bah dengan minyak wangi yang padanya terdapat kasturi. """;;;;;;;;;;;;;
"2645,""Manasik Haji"",""sepertinya saya melihat kilauan minyak wangi di kepala Rasulullah shallallahu 'alaihi wa sallam sedang beliau dalam keadaan berihram. Ahmad bin Nashr berkata dalam hadisnya";" kilauan minyak wangi pada tempat belahan rambut Rasulullah shallallahu 'alaihi wa sallam. """;;;;;;;;;;;;
"2646,""Manasik Haji"",""sungguh telah terlihat kilauan minyak wangi tempat belahan rambut Rasulullah shallallahu 'alaihi wa sallam, sedang beliau dalam keadaan berihram. """;;;;;;;;;;;;;
"2647,""Manasik Haji"",""Sepertinya saya melihat kilauan minyak wangi pada kepala Rasulullah shallallahu 'alaihi wa sallam sedang beliau dalam keadaan berihram. """;;;;;;;;;;;;;
"2648,""Manasik Haji"",""saya pernah melihat kilauan minyak wangi pada pangkal rambut Rasulullah shallallahu 'alaihi wa sallam sedang beliau dalam keadaan berihram. """;;;;;;;;;;;;;
"2649,""Manasik Haji"",""sepertinya saya melihat kilauan minyak wangi pada tempat belahan rambut kepala Rasulullah shallallahu 'alaihi wa sallam sedang beliau dalam keadaan berihram. """;;;;;;;;;;;;;
"2650,""Manasik Haji"",""sungguh saya telah melihat kilauan minyak wangi pada kepala Rasulullah shallallahu 'alaihi wa sallam sedang beliau dalam keadaan berihram. """;;;;;;;;;;;;;
"2651,""Manasik Haji"",""sepertinya saya melihat kilauan minyak wangi pada tempat belahan rambut Rasulullah shallallahu 'alaihi wa sallam sedang beliau dalam keadaan mengucapkan do'a talbiyah. """;;;;;;;;;;;;;
"2652,""Manasik Haji"",""apabila hendak berihram memakai minyak dengan minyak terbaik yang beliau dapatkan hingga saya melihat kilauannya pada kepala serta jenggot beliau. Dan ia diikuti Israel atas ucapan tersebut dan ia mengatakan";" dari Abdur Rahman bin Al Aswad dari bapaknya dari Aisyah. """;;;;;;;;;;;;
"2653,""Manasik Haji"",""Saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi dengan minyak terbaik yang saya dapatkan hingga saya melihat kilauan minyak wangi pada kepala serta jenggot beliau sebelum berihram. """;;;;;;;;;;;;;
"2654,""Manasik Haji"",""sungguh saya telah melihat kilauan minyak wangi pada tempat belahan rambut Rasulullah shallallahu 'alaihi wa sallam setelah tiga hari.""";;;;;;;;;;;;;
"2655,""Manasik Haji"",""Saya pernah melihat kilauan minyak wangi pada tempat belahan rambut Rasulullah shallallahu 'alaihi wa sallam setelah tiga hari. """;;;;;;;;;;;;;
"2656,""Manasik Haji"",""sungguh saya telah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi kemudian beliau mengelilingi isteri-isterinya kemudian pada pagi harinya beliau memerciki minyak wangi. """;;;;;;;;;;;;;
"2657,""Manasik Haji"",""saya pernah memberi Rasulullah shallallahu 'alaihi wa sallam minyak wangi kemudian beliau berkeliling diantara para isterinya kemudian pagi harinya beliau berihram. """;;;;;;;;;;;;;
"2658,""Manasik Haji"",""Nabi shallallahu 'alaihi wa sallam melarang seseorang memakai kunyit.""";;;;;;;;;;;;;
"2659,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam telah melarang memakai kunyit. """;;;;;;;;;;;;;
"2660,""Manasik Haji"","" melarang untuk memakai kunyit, Hammad berkata";" yaitu untuk para lelaki. """;;;;;;;;;;;;
"2661,""Manasik Haji"",""Apa yang engkau perbuat pada saat berhaji, perbuatlah saat berumrah.""";;;;;;;;;;;;;
"2662,""Manasik Haji"",""Lepaskan jubahmu dan cucilah warna kuning tersebut. Apa yang engkau perbuat saat berhaji, lakukanlah saat berumrah.""";;;;;;;;;;;;;
"2663,""Manasik Haji"","" Jika ia merasa sakit dikepala dan matanya, hendaknya ia melumurinya dengan Shabir (perasan pohon yang pahit).""";;;;;;;;;;;;;
"2664,""Manasik Haji"",""Jika dulu tampak kepadaku perkara yang terlihat saat ini, aku tidak akan membawa hewan kurban dan aku akan menjadikannya sebagai umrah, maka barangsiapa yang tidak membawa hewan kurban, hendaknya ia bertahallul lalu menjadikannya umrah. Lalu datanglah Ali dari Yaman dengan membawa hewan kurban, dan Rasulullah shallallahu 'alaihi wa sallam membawa hewan kurban dari Madinah, sedangkan Fatimah telah mengenakan pakaian yang longgar dan memakai celak. Jabir berkata"; lalu saya bergegas pergi untuk bertanya kepada Rasulullah shallallahu 'alaihi wa sallam, lalu saya katakan; sesungguhnya Fatimah telah mengenakan pakaian yang dicelup dan ia berkata;" ayah saya shallallahu 'alaihi wa sallam telah memerintahkan kepada saya demikian. Maka beliau menjawab: Ia benar, ia benar, ia benar aku yang menyuruhnya.""";;;;;;;;;;
"2665,""Manasik Haji"",""Mandikanlah ia dengan air dan daun bidara serta dikafani dengan dua kain dalam keadaan kepala dan wajahnya keluar, karena sesungguhnya ia akan dibangkitkan pada hari kiamat dalam keadaan mengucapkan talbiyah. """;;;;;;;;;;;;;
"2666,""Manasik Haji"",""Mandikanlah ia dengan air serta daun bidara dan kafani dia dalam pakaiannya, dan jangan kalian tutupi wajah dan kepalanya, karena ia akan dibangkitkan pada Hari Kiamat dalam keadaan bertalbiyah.""";;;;;;;;;;;;;
"2667,""Manasik Haji"",""melakukan haji secara tersendiri. """;;;;;;;;;;;;;
"2668,""Manasik Haji"",""mengucapkan do'a talbiyah untuk melakukan haji.""";;;;;;;;;;;;;
"2669,""Manasik Haji"",""Siapa yang ingin mengucapkan do'a talbiyah untuk melakukan haji maka hendaknya ia mengucapkan do'a talbiyah , dan barang siapa yang ingin mengucapkan do'a talbiyah untuk melakukan umrah maka hendaknya ia mengucapkan do'a talbiyah .""";;;;;;;;;;;;;
"2670,""Manasik Haji"",""kami pernah keluar bersama Rasulullah shallallahu 'alaihi wa sallam, kami tidak melihatnya kecuali sebagai haji. """;;;;;;;;;;;;;
"2671,""Manasik Haji"",""gabungkan keduanya, kemudian sembelihlah hewan kurban yang mudah bagimu, lalu ucapkan do'a talbiyah lah untuk melakukan keduanya. Ketika aku sampai di Al 'Udzaib aku bertemu dengan Salman bin Rabi'ah dan Zaid bin Shuhan, dan aku mengucapkan do'a talbiyah dengan keduanya, lalu salah seorang dari mereka berdua berkata kepada yang lain"; tidaklah orang ini lebih pintar daripada untanya. Kemudian aku menemui Umar dan berkata; wahai Amirul Mukminin sesungguhnya saya telah masuk Islam serta bersemangat untuk berjihad, dan saya mendapati haji dan umrah diwajibkan kepadaku, lalu saya menemui Huraim bin Abdullah dan berkata kepadanya hai saudaraku, sesungguhnya saya mendapati haji dan umrah diwajibkan kepadaku. Maka ia berkata; gabungkan keduanya lalu sembelihlah hewan kurban yang mudah bagimu. Maka saya mengucapkan do'a talbiyah untuk melakukan keduanya. Kemudian tatkala saya telah sampai di Al 'Udzaib, saya bertemu dengan Salman bin Rabi'ah dan Zaid bin Shuhan. Lalu salah seorang dari mereka berkata kepada yang lain; orang ini tidak lebih pintar daripada untanya. Maka Umar berkata; engkau telah mendapatkan petunjuk sesuai dengan sunnah Nabimu shallallahu 'alaihi wa sallam. Telah mengabarkan kepada kami Ishak bin Ibrahim , ia berkata; telah mengabarkan kepada kami Mush'ab bin Al Miqdam dari Zaidah dari Manshur dari Syaqiq, ia berkata; telah mengabarkan kepada kami Ash Shubi, kemudian ia menyebutkan seperti itu. Ia berkata;" lalu aku menemui Umar dan menceritakan kisah itu kecuali perkataan wahai saudaraku.""";;;;;
"2672,""Manasik Haji"",""engkau telah mendapatkan petunjuk sesuai dengan sunah Nabimu shallallahu 'alaihi wa sallam. Syaqiq berkata";" saya dan Masruq bin Al Ajda' menemui Ash Shubai bin Ma'bad untuk mengingatkannya, sungguh kami telah menemuinya berulang kali bersama dengan Masruq bin Al Ajda'.""";;;;;;;;;;;;
"2673,""Manasik Haji"",""mengucapkan talbiyah untuk melakukan keduanya secara bersama, maka aku tidak akan meninggalkan perkataan Rasulullah shallallahu 'alaihi wa sallam hanya untuk perkataanmu. """;;;;;;;;;;;;;
"2674,""Manasik Haji"",""saya tidak akan meninggalkan sunnah Rasulullah shallallahu 'alaihi wa sallam untuk seorangpun diantara manusia. Telah mengabarkan kepada kami Ishaq bin Ibrahim, ia berkata";" telah memberitakan kepada kami An Nadhr dari Syu'bah dengan sanad seperti ini. """;;;;;;;;;;;;
"2675,""Manasik Haji"",""Jika dulu tampak kepadaku perkara yang saat ini aku lihat maka aku akan seperti apa yang kalian lakukan, namun aku telah membawa hadyu dan berniat haji qiran.""";;;;;;;;;;;;;
"2676,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam telah menggabungkan antara haji dan umrah kemudian beliau meninggal sebelum melarangnya dan sebelum turun Al Qur'an tentang pengharamannya. """;;;;;;;;;;;;;
"2677,""Manasik Haji"",""menggabung antara haji dan umrah kemudian wahyu tidak turun mengupasnya, dan Nabi shallallahu 'alaihi wa sallam tidak melarang keduanya, sehingga seseorang dapat berbicara apa yang ia kehendaki mengenai keduanya sesuai dengan pendapatnya.""";;;;;;;;;;;;;
"2678,""Manasik Haji"",""kami melakukan haji tamattu' bersama Rasulullah shallallahu 'alaihi wa sallam. Abu Abdur Rahman berkata";" Isma'il bin Muslim ada tiga, ini adalah salah satunya, tidak ada cacat padanya, serta Isma'il bin Muslim seorang syekh yang meriwayatkan hadis dari Abu Ath Thufail, tidak ada cacat padanya, serta Isma'il bin Muslim yang meriwayatkan hadis dari Az Zuhri serta Al Hasan, ia adalah orang yang ditinggalkan hadis nya. """;;;;;;;;;;;;
"2679,""Manasik Haji"",""Labbaika 'umratan wa hajjan, labbaika 'umratan wa hajjan.""";;;;;;;;;;;;;
"2680,""Manasik Haji"",""mengucapkan talbiyah untuk melakukan keduanya. """;;;;;;;;;;;;;
"2681,""Manasik Haji"",""mengucapkan talbiyah untuk melakukan umrah dan haji secara bersamaan. Kemudian hal tersebut saya ceritakan kepada Ibnu Umar, lalu ia berkata"; beliau mengucapkan talbiyah untuk melakukan haji saja. Kemudian saya berjumpa dengan Anas lalu saya ceritakan perkataan Ibnu Umar tersebut kepadanya. Maka Anas berkata;" kalian tidaklah menganggap kami kecuali anak-anak kecil, saya mendengar Rasulullah shallallahu 'alaihi wa sallam mengucapkan: Labbaika 'umratan wa hajjan dengan bersamaan. """;;;;;;;;;;;
"2682,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam melakukan haji tamattu' pada saat haji wada' dengan umrah hingga haji, dan beliau berkorban dan mengikutsertakan hewan kurbannya di Dzul Hulaifah. Rasulullah shallallahu 'alaihi wa sallam muncul kemudian mengucapkan do'a talbiyah untuk melakukan umrah kemudian mengucapkan do'a talbiyah untuk melakukan haji, dan orang-orang melakukan haji tamattu' bersama Rasulullah shallallahu 'alaihi wa sallam dengan umrah haji. Diantara manusia ada yang berkorban dan membawa hewan kurban, dan diantara mereka ada yang tidak berkorban, kemudian tatkala Rasulullah shallallahu 'alaihi wa sallam tiba di Makkah, beliau bersabda kepada manusia: Siapa diantara kalian membawa binatang kurban, segala yang diharamkan baginya belum halal hingga ia menuntaskan hajinya. Sebaliknya siapa yang tidak membawa binatang kurban, hendaklah ia thawaf di baitullah dan sai antara shafa-marwa, memendekkan rambutnya dan bertahallul, kemudian mengucapkan talbiyah untuk haji, kemudian berkurban. Siapa yang tidak mendapat binatang kurban, berpuasalah tiga hari saat haji dan tujuh hari saat pulang menemui keluarganya. Lantas Rasulullah shallallahu'alaihi wasallam melakukan thawaf saat tiba di Makkah, dan pertama-tama yang beliau lakukan adalah meng-istilami rukun Yamani. Kemudian beliau berlari-lari kecil tiga putaran dari ketujuh putaran yang ada, dan beliau berjalan biasa pada empat putaran berikutnya. Kemudian ia ruku` saat menyelesaikan thawafnya di baitullah. Lantas ia shalat dua rakaat di maqam Ibrahim, kemudian mengucapkan salam, dan berangkat mendatangi shafa-marwa tujuh kali. Lantas ia belum menghalalkan segala yang diharamkannya hingga menuntaskan hajinya dan menyembelih binatang kurban dihari idul adha. Lantas ia keluar untuk thawaf ifadhah, dan thawaf di baitullah. Kemudian menghalalkan segala yang diharamkan baginya, Kemudian orang-orang yang telah menyembelih binatang kurban atau menuntun binatang kurban mengerjakan seperti yang dikerjakan Rasulullah shallallahu'alaihi wasallam. + Ket"; Meng-istilami ;" mengusap, mencium, atau memberi isyarat. Tergantung situasi-kondisi.""";;;;;;;;;;;
"2683,""Manasik Haji"",""tidakkah engkau mendengar Rasulullah shallallahu 'alaihi wa sallam telah melakukan tamattu'? Usman berkata";" ya. """;;;;;;;;;;;;
"2684,""Manasik Haji"",""hal itu dilakukan Rasulullah shallallahu 'alaihi wa sallam, dan telah kami lakukan bersamanya. """;;;;;;;;;;;;;
"2685,""Manasik Haji"",""sungguh saya telah mengetahui bahwa Nabi shallallahu 'alaihi wa sallam telah melakukannya, akan tetapi saya tidak ingin mereka bermesraan dengan isteri mereka di pohon Arok, kemudian mereka pergi untuk melakukan haji dalam keadaan kepala mereka bercucuran keringat. """;;;;;;;;;;;;;
"2686,""Manasik Haji"",""shallallahu 'alaihi wa sallam telah melakukannya, yaitu umrah ketika haji.""";;;;;;;;;;;;;
"2687,""Manasik Haji"",""telah melakukan tamattu'. """;;;;;;;;;;;;;
"2688,""Manasik Haji"",""saya mengucapkan do'a talbiyah seperti talbiyah Nabi shallallahu 'alaihi wa sallam. Beliau bertanya: Apakah engkau telah membawa hewan kurban? Saya katakan"; tidak. Beliau bersabda: Thawaflah di Ka'bah, dan Shafa serta Marwah, kemudian bertahalullah. Lalu saya berthawaf di Ka'bah, serta Shafa dan Marwah, kemudian saya mendatangi seorang wanita dari keluargaku, lalu ia menyisirku dan mencuci rambutku. Saya pernah berfatwa kepada manusia perihal tersebut pada saat kepemerintahan Abu Bakr, serta Umar. Dan pernah saya berdiri pada saat musim haji, tiba-tiba terdapat seorang laki-laki yang datang kepadaku seraya berkata; Sesungguhnya engkau tidak mengetahui apa yang dilakukan Amirul Mukminin dalam masalah manasik. Maka saya katakan; Wahai manusia, barang siapa yang pernah saya kami beri sedikit fatwa, hendaknya ia tidak terburu-buru, karena Amirul mukminin akan datang kepada kalian, maka ikutilah dia. Kemudian ketika ia datang, saya tanyakan; 'Wahai Amirul mukminin, perkara apakah yang engkau lakukan mengenai manasik? Ia berkata; jika kita mengambil Kitab Allah 'azza wa jalla maka Allah 'azza wa jalla telah berfirman;" dan sempurnakanlah haji dan umrah karena Allah, dan jika jika kita mengambil sunnah nabi kita shallallahu 'alaihi wa sallam maka Nabi kita shallallahu 'alaihi wa sallam tidak bertahalul hingga beliau menyembelih hewan kurban. """;;;;;;;
"2689,""Manasik Haji"",""telah melakukan haji tamattu' dan kami melakukannya bersama beliau, dan orang yang berkomentar tentangnya berbicara sesuai pendapatnya sendiri. """;;;;;;;;;;;;;
"2690,""Manasik Haji"",""Rasulullah shallallahu 'alaihi wa sallam tinggal di Madinah tujuh tahun, kemudian diumumkan di antara manusia bahwa Rasulullah shallallahu 'alaihi wa sallam akan melakukan haji pada tahun ini. Maka banyak orang yang datang ke Madinah, mereka semua ingin mengikuti Rasulullah shallallahu 'alaihi wa sallam dan melakukan apa yang beliau lakukan. Lalu Rasulullah shallallahu 'alaihi wa sallam berangkat pada lima hari terakhir Bulan Dzul Qa'dah, dan kami berangkat bersamanya. Jabir berkata";" dan Rasulullah shallallahu 'alaihi wa sallam berada diantara kami, turun kepadanya Al Qur'an dan beliau mengetahui penafsirannya, apa yang beliau lakukan kamipun melakukannya, kemudian kami berangkat dan tidak memiliki niatan kecuali untuk melakukan haji. """;;;;;;;;;;;;
"2691,""Manasik Haji"",""Sesungguhnya hal ini adalah sesuatu yang telah Allah 'azza wa jalla tetapkan kepada anak-anak wanita Adam, maka lakukan apa yang dilakukan orang yang berihram, hanya saja janganlah berthawaf Ka'bah. """;;;;;;;;;;;;;
"2692,""Manasik Haji"",""labbaika bi-ihlaalin ka-ihlaalin nabi shallallahu 'alaihi wa sallam. Beliau bersabda: Thawaflah di Ka'bah dan Shafa serta Marwah, dan bertahallullah. Lalu saya melakukannya, kemudian mendatangi seorang wanita lalu ia membersihkan kutu dari kepalaku. Kemudian saya memberi fatwa kepada manusia, dengan hal tersebut hingga pada kekhilafahan Umar. Lalu terdapat seorang laki-laki yang berkata kepadanya"; wahai Abu Musa, berhati-hatilah dengan sebagian fatwamu. Engkau tidak mengetahui apa yang dilakukan Amirul mukminin dalam perkara manasik setelahmu. Abu Musa berkata; wahai manusia, barang siapa yang telah kami beri fatwa, hendaknya ia tidak terburu-buru, karena Amirul mukminin akan datang kepada kalian, maka ikutilah dia. Umar berkata;" jika kita mengambil Kitab Allah, maka Allah memerintahkan kita untuk melakukan secara sempurna, dan jika kita mengambil sunnah Nabi shallallahu 'alaihi wa sallam, maka Nabi shallallahu 'alaihi wa sallam tidak bertahallul hingga hewan kurban sampai di tempatnya. """;;;;;;;;;;
"2693,""Manasik Haji"",""Janganlah bertahallul. """;;;;;;;;;;;;;
"2694,""Manasik Haji"",""Berkurbanlah, dan tetap tinggallah di daerah haram. Jabir berkata";" dan Ali menyembelih hewan kurbannya. """;;;;;;;;;;;;
"2695,""Manasik Haji"",""memerintahkan para sahabatnya untuk bertahallul kemudian mereka bertahallul. Ia berkata"; maka saya katakan; saya mengucapkan do'a talbiyah seperti do'a talbiyah Nabi shallallahu 'alaihi wa sallam. Ali berkata; kemudian saya datang kepada Nabi shallallahu 'alaihi wa sallam, lalu beliau bertanya kepadaku: Apa yang engkau lakukan? Maka saya mengatakan;" sesungguhnya saya telah mengucapkan do'a talbiyah seperti do'a talbiyahmu. Beliau bersabda: Sesungguhnya saya telah membawa hewan kurban dan melakukan haji Qiran. """;;;;;;;;;
"2696,""Manasik Haji"",""saya mewajibkan atas diriku untuk melakukan umrah. Kemudian ia berangkat hingga setelah sampai di tengah Baida` ia berkata"; tidaklah kondisi haji dan umrah melainkan satu, saya meminta persaksian kalian, sesungguhnya saya telah mewajibkan haji bersamaan dengan umrahku. Dan ia berkurban dengan hewan kurban yang ia beli di Qudaid (tempat yang dekat dengan Juhfah), kemudian pergi mengucapkan talbiyah untuk melakukan keduanya bersamaan hingga ia sampai di Mekkah, lalu ia berthawaf di Ka'bah, serta Shafa dan Marwah dan tidak melebihi hal tersebut, tidak menyembelih, dan tidak mencukur serta tidak memendekkan rambut dan tidak bertahallul dari sesuatupun yang haram darinya hingga pada hari kurban, maka ia menyembelih, dan mencukur, lalu ia berpendapat untuk menyelesaikan thawaf haji dan umrah dengan thawafnya yang pertama. Dan ibnu Umar berkata;" begitulah Rasulullah shallallahu 'alaihi wa sallam melakukan. """;;;;;;;;;;;
